traffic_type,ts,src_ip,src_port,dst_ip,dst_port,label,kali_source,dur,spkts,dpkts,sbytes,dbytes,rate,sload,dload,smean,dmean,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_sm_ips_ports,proto,service,state
nmap_scan,1787876244.516617,192.168.10.30,51345,192.168.10.20,671,1,1,0.001084,1,1,44,40,1845.018450184502,324723.24723247235,295202.9520295203,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.516617,192.168.10.30,51345,192.168.10.20,389,1,1,0.001161,1,1,44,40,1722.6528854435833,303186.90783807065,275624.46167097334,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.516707,192.168.10.30,51345,192.168.10.20,345,1,1,0.001169,1,1,44,40,1710.8639863130882,301112.06159110356,273738.23781009414,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.516775,192.168.10.30,51345,192.168.10.20,967,1,1,0.001191,1,1,44,40,1679.2611251049539,295549.9580184719,268681.7800167926,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.51686,192.168.10.30,51345,192.168.10.20,992,1,1,0.001201,1,1,44,40,1665.2789342214821,293089.0924229808,266444.6294754371,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.517136,192.168.10.30,51345,192.168.10.20,851,1,1,0.001058,1,1,44,40,1890.359168241966,332703.213610586,302457.4669187146,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.517136,192.168.10.30,51345,192.168.10.20,694,1,1,0.001058,1,1,44,40,1890.359168241966,332703.213610586,302457.4669187146,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.517249,192.168.10.30,51345,192.168.10.20,687,1,1,0.001074,1,1,44,40,1862.1973929236497,327746.74115456233,297951.58286778396,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.517249,192.168.10.30,51345,192.168.10.20,344,1,1,0.001168,1,1,44,40,1712.3287671232877,301369.86301369866,273972.602739726,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.517368,192.168.10.30,51345,192.168.10.20,448,1,1,0.001137,1,1,44,40,1759.0149516270887,309586.6314863676,281442.3922603342,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.517613,192.168.10.30,51345,192.168.10.20,923,1,1,0.001065,1,1,44,40,1877.9342723004695,330516.43192488264,300469.4835680751,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.517701,192.168.10.30,51345,192.168.10.20,478,1,1,0.000977,1,1,44,40,2047.0829068577277,360286.5916069601,327533.26509723644,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.517778,192.168.10.30,51345,192.168.10.20,303,1,1,0.001013,1,1,44,40,1974.3336623889438,347482.7245804541,315893.385982231,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.517876,192.168.10.30,51345,192.168.10.20,463,1,1,0.001113,1,1,44,40,1796.9451931716083,316262.35399820306,287511.2309074573,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.517966,192.168.10.30,51345,192.168.10.20,990,1,1,0.001023,1,1,44,40,1955.0342130987292,344086.0215053763,312805.47409579664,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.518061,192.168.10.30,51345,192.168.10.20,65,1,1,0.00105,1,1,44,40,1904.7619047619048,335238.09523809527,304761.9047619048,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.518194,192.168.10.30,51345,192.168.10.20,197,1,1,0.000991,1,1,44,40,2018.1634712411708,355196.77093844605,322906.1553985873,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.518194,192.168.10.30,51345,192.168.10.20,227,1,1,0.001114,1,1,44,40,1795.3321364452424,315978.4560143627,287253.1418312388,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.518323,192.168.10.30,51345,192.168.10.20,917,1,1,0.001059,1,1,44,40,1888.5741265344664,332389.04627006606,302171.8602455146,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.518417,192.168.10.30,51345,192.168.10.20,179,1,1,0.001034,1,1,44,40,1934.2359767891683,340425.5319148936,309477.75628626696,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.518505,192.168.10.30,51345,192.168.10.20,138,1,1,0.001034,1,1,44,40,1934.2359767891683,340425.5319148936,309477.75628626696,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.518677,192.168.10.30,51345,192.168.10.20,375,1,1,0.000996,1,1,44,40,2008.0321285140565,353413.6546184739,321285.140562249,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.518678,192.168.10.30,51345,192.168.10.20,816,1,1,0.001046,1,1,44,40,1912.0458891013384,336520.07648183557,305927.3422562141,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.518791,192.168.10.30,51345,192.168.10.20,285,1,1,0.000965,1,1,44,40,2072.538860103627,364766.8393782383,331606.2176165803,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.518989,192.168.10.30,51345,192.168.10.20,699,1,1,0.000904,1,1,44,40,2212.3893805309735,389380.5309734513,353982.30088495574,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.518989,192.168.10.30,51345,192.168.10.20,200,1,1,0.000904,1,1,44,40,2212.3893805309735,389380.5309734513,353982.30088495574,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.519111,192.168.10.30,51345,192.168.10.20,750,1,1,0.000841,1,1,44,40,2378.1212841854936,418549.3460166469,380499.405469679,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.519185,192.168.10.30,51345,192.168.10.20,92,1,1,0.000871,1,1,44,40,2296.211251435132,404133.18025258323,367393.8002296211,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.519308,192.168.10.30,51345,192.168.10.20,550,1,1,0.000748,1,1,44,40,2673.7967914438505,470588.23529411765,427807.4866310161,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.519382,192.168.10.30,51345,192.168.10.20,902,1,1,0.000762,1,1,44,40,2624.6719160104985,461942.2572178478,419947.5065616798,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.519451,192.168.10.30,51345,192.168.10.20,64,1,1,0.000746,1,1,44,40,2680.965147453083,471849.8659517426,428954.4235924933,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.519539,192.168.10.30,51345,192.168.10.20,799,1,1,0.000809,1,1,44,40,2472.187886279357,435105.06798516685,395550.06180469715,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.519673,192.168.10.30,51345,192.168.10.20,397,1,1,0.000675,1,1,44,40,2962.9629629629626,521481.48148148146,474074.07407407404,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.520735,192.168.10.30,51345,192.168.10.20,447,1,1,0.000289,1,1,44,40,6920.415224913495,1217993.0795847753,1107266.4359861594,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.520735,192.168.10.30,51345,192.168.10.20,789,1,1,0.00042,1,1,44,40,4761.9047619047615,838095.2380952381,761904.7619047619,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.520735,192.168.10.30,51345,192.168.10.20,226,1,1,0.000539,1,1,44,40,3710.575139146568,653061.224489796,593692.0222634509,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.52088,192.168.10.30,51345,192.168.10.20,953,1,1,0.000394,1,1,44,40,5076.1421319796955,893401.0152284264,812182.7411167513,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.52088,192.168.10.30,51345,192.168.10.20,489,1,1,0.000498,1,1,44,40,4016.064257028113,706827.3092369478,642570.281124498,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.52092,192.168.10.30,51345,192.168.10.20,966,1,1,0.000552,1,1,44,40,3623.1884057971015,637681.1594202899,579710.1449275363,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.521024,192.168.10.30,51345,192.168.10.20,322,1,1,0.000539,1,1,44,40,3710.575139146568,653061.224489796,593692.0222634509,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.521154,192.168.10.30,51345,192.168.10.20,647,1,1,0.000494,1,1,44,40,4048.582995951417,712550.6072874494,647773.2793522268,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.521155,192.168.10.30,51345,192.168.10.20,814,1,1,0.000576,1,1,44,40,3472.222222222222,611111.1111111111,555555.5555555555,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.521274,192.168.10.30,51345,192.168.10.20,20,1,1,0.000747,1,1,44,40,2677.376171352075,471218.2061579652,428380.18741633196,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.521378,192.168.10.30,51345,192.168.10.20,788,1,1,0.000643,1,1,44,40,3110.4199066874025,547433.9035769829,497667.1850699844,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.521472,192.168.10.30,51345,192.168.10.20,730,1,1,0.00055,1,1,44,40,3636.363636363636,640000.0,581818.1818181818,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.521563,192.168.10.30,51345,192.168.10.20,334,1,1,0.000556,1,1,44,40,3597.1223021582737,633093.5251798561,575539.5683453238,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.521648,192.168.10.30,51345,192.168.10.20,440,1,1,0.000471,1,1,44,40,4246.284501061571,747346.0721868365,679405.5201698514,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.521731,192.168.10.30,51345,192.168.10.20,367,1,1,0.000624,1,1,44,40,3205.128205128205,564102.5641025641,512820.5128205128,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.522021,192.168.10.30,51345,192.168.10.20,410,1,1,0.000334,1,1,44,40,5988.023952095808,1053892.2155688624,958083.8323353294,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.522022,192.168.10.30,51345,192.168.10.20,505,1,1,0.000445,1,1,44,40,4494.38202247191,791011.2359550563,719101.1235955056,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.522119,192.168.10.30,51345,192.168.10.20,274,1,1,0.000481,1,1,44,40,4158.004158004158,731808.7318087318,665280.6652806653,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.522119,192.168.10.30,51345,192.168.10.20,840,1,1,0.000481,1,1,44,40,4158.004158004158,731808.7318087318,665280.6652806653,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.522355,192.168.10.30,51345,192.168.10.20,195,1,1,0.000347,1,1,44,40,5763.688760806916,1014409.2219020174,922190.2017291067,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.522355,192.168.10.30,51345,192.168.10.20,366,1,1,0.00067,1,1,44,40,2985.0746268656717,525373.1343283582,477611.94029850746,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.522467,192.168.10.30,51345,192.168.10.20,470,1,1,0.000558,1,1,44,40,3584.2293906810037,630824.3727598566,573476.7025089606,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.522467,192.168.10.30,51345,192.168.10.20,215,1,1,0.000558,1,1,44,40,3584.2293906810037,630824.3727598566,573476.7025089606,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.5226,192.168.10.30,51345,192.168.10.20,726,1,1,0.000478,1,1,44,40,4184.100418410042,736401.6736401673,669456.0669456067,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.522669,192.168.10.30,51345,192.168.10.20,267,1,1,0.000665,1,1,44,40,3007.5187969924814,529323.3082706766,481203.007518797,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.523025,192.168.10.30,51345,192.168.10.20,244,1,1,0.000309,1,1,44,40,6472.491909385114,1139158.57605178,1035598.7055016182,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.523025,192.168.10.30,51345,192.168.10.20,400,1,1,0.000448,1,1,44,40,4464.285714285715,785714.2857142857,714285.7142857143,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.523025,192.168.10.30,51345,192.168.10.20,158,1,1,0.000448,1,1,44,40,4464.285714285715,785714.2857142857,714285.7142857143,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.523333,192.168.10.30,51345,192.168.10.20,945,1,1,0.000202,1,1,44,40,9900.990099009901,1742574.2574257425,1584158.415841584,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.523334,192.168.10.30,51345,192.168.10.20,327,1,1,0.00023,1,1,44,40,8695.652173913044,1530434.7826086956,1391304.347826087,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524042,192.168.10.30,51345,192.168.10.20,182,1,1,0.000396,1,1,44,40,5050.505050505051,888888.888888889,808080.8080808081,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524042,192.168.10.30,51345,192.168.10.20,38,1,1,0.000396,1,1,44,40,5050.505050505051,888888.888888889,808080.8080808081,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524042,192.168.10.30,51345,192.168.10.20,247,1,1,0.000396,1,1,44,40,5050.505050505051,888888.888888889,808080.8080808081,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524042,192.168.10.30,51345,192.168.10.20,603,1,1,0.00067,1,1,44,40,2985.0746268656717,525373.1343283582,477611.94029850746,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524102,192.168.10.30,51345,192.168.10.20,324,1,1,0.00061,1,1,44,40,3278.688524590164,577049.1803278689,524590.1639344263,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524102,192.168.10.30,51345,192.168.10.20,451,1,1,0.00061,1,1,44,40,3278.688524590164,577049.1803278689,524590.1639344263,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524166,192.168.10.30,51345,192.168.10.20,504,1,1,0.00224,1,1,44,40,892.8571428571429,157142.85714285716,142857.14285714287,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524438,192.168.10.30,51345,192.168.10.20,238,1,1,0.001968,1,1,44,40,1016.2601626016259,178861.78861788617,162601.62601626015,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524438,192.168.10.30,51345,192.168.10.20,920,1,1,0.001968,1,1,44,40,1016.2601626016259,178861.78861788617,162601.62601626015,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524438,192.168.10.30,51345,192.168.10.20,931,1,1,0.001968,1,1,44,40,1016.2601626016259,178861.78861788617,162601.62601626015,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524712,192.168.10.30,51345,192.168.10.20,662,1,1,0.001694,1,1,44,40,1180.637544273908,207792.2077922078,188902.00708382527,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524712,192.168.10.30,51345,192.168.10.20,749,1,1,0.001801,1,1,44,40,1110.494169905608,195446.973903387,177679.06718489729,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524712,192.168.10.30,51345,192.168.10.20,34,1,1,0.002043,1,1,44,40,978.952520802741,172295.64366128243,156632.40332843855,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.524778,192.168.10.30,51345,192.168.10.20,934,1,1,0.002023,1,1,44,40,988.6307464162135,173999.01136925357,158180.91942659416,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.526406,192.168.10.30,51345,192.168.10.20,520,1,1,0.000529,1,1,44,40,3780.718336483932,665406.427221172,604914.9338374292,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.526406,192.168.10.30,51345,192.168.10.20,81,1,1,0.000529,1,1,44,40,3780.718336483932,665406.427221172,604914.9338374292,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.526512,192.168.10.30,51345,192.168.10.20,210,1,1,0.000579,1,1,44,40,3454.231433506045,607944.7322970639,552677.0293609672,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.526754,192.168.10.30,51345,192.168.10.20,94,1,1,0.000337,1,1,44,40,5934.718100890208,1044510.3857566766,949554.8961424332,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.5268,192.168.10.30,51345,192.168.10.20,164,1,1,0.000582,1,1,44,40,3436.426116838488,604810.9965635738,549828.178694158,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.526935,192.168.10.30,51345,192.168.10.20,530,1,1,0.000447,1,1,44,40,4474.272930648769,787472.0357941834,715883.6689038031,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.5285,192.168.10.30,51345,192.168.10.20,403,1,1,0.000292,1,1,44,40,6849.315068493151,1205479.4520547946,1095890.410958904,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.5285,192.168.10.30,51345,192.168.10.20,568,1,1,0.000451,1,1,44,40,4434.589800443458,780487.8048780487,709534.3680709534,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.528574,192.168.10.30,51345,192.168.10.20,622,1,1,0.000377,1,1,44,40,5305.039787798409,933687.0026525198,848806.3660477453,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.528574,192.168.10.30,51345,192.168.10.20,418,1,1,0.00052,1,1,44,40,3846.1538461538466,676923.076923077,615384.6153846155,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.528792,192.168.10.30,51345,192.168.10.20,246,1,1,0.000453,1,1,44,40,4415.0110375275935,777041.9426048564,706401.766004415,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.528792,192.168.10.30,51345,192.168.10.20,760,1,1,0.000453,1,1,44,40,4415.0110375275935,777041.9426048564,706401.766004415,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.528951,192.168.10.30,51345,192.168.10.20,570,1,1,0.000584,1,1,44,40,3424.6575342465753,602739.7260273973,547945.205479452,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.528951,192.168.10.30,51345,192.168.10.20,364,1,1,0.000584,1,1,44,40,3424.6575342465753,602739.7260273973,547945.205479452,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.529094,192.168.10.30,51345,192.168.10.20,329,1,1,0.00051,1,1,44,40,3921.5686274509803,690196.0784313725,627450.9803921569,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.529094,192.168.10.30,51345,192.168.10.20,962,1,1,0.000612,1,1,44,40,3267.97385620915,575163.3986928104,522875.816993464,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.529245,192.168.10.30,51345,192.168.10.20,818,1,1,0.000593,1,1,44,40,3372.681281618887,593591.9055649241,539629.0050590219,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.529245,192.168.10.30,51345,192.168.10.20,782,1,1,0.000711,1,1,44,40,2812.939521800281,495077.3558368495,450070.32348804496,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.529535,192.168.10.30,51345,192.168.10.20,147,1,1,0.000761,1,1,44,40,2628.120893561104,462549.2772667543,420499.34296977666,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.529535,192.168.10.30,51345,192.168.10.20,650,1,1,0.000761,1,1,44,40,2628.120893561104,462549.2772667543,420499.34296977666,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.529603,192.168.10.30,51345,192.168.10.20,414,1,1,0.000693,1,1,44,40,2886.002886002886,507936.50793650793,461760.46176046174,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.529706,192.168.10.30,51345,192.168.10.20,265,1,1,0.000645,1,1,44,40,3100.77519379845,545736.4341085271,496124.031007752,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.529837,192.168.10.30,51345,192.168.10.20,140,1,1,0.000786,1,1,44,40,2544.529262086514,447837.1501272264,407124.68193384225,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.529956,192.168.10.30,51345,192.168.10.20,557,1,1,0.000667,1,1,44,40,2998.500749625188,527736.131934033,479760.11994003004,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.530296,192.168.10.30,51345,192.168.10.20,777,1,1,0.000327,1,1,44,40,6116.207951070337,1076452.5993883794,978593.2721712539,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.530296,192.168.10.30,51345,192.168.10.20,695,1,1,0.000465,1,1,44,40,4301.075268817204,756989.247311828,688172.0430107526,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.530296,192.168.10.30,51345,192.168.10.20,72,1,1,0.000516,1,1,44,40,3875.9689922480625,682170.542635659,620155.03875969,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.530351,192.168.10.30,51345,192.168.10.20,676,1,1,0.000819,1,1,44,40,2442.002442002442,429792.4297924298,390720.3907203907,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.530623,192.168.10.30,51345,192.168.10.20,841,1,1,0.000547,1,1,44,40,3656.3071297989036,643510.054844607,585009.1407678245,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.530623,192.168.10.30,51345,192.168.10.20,156,1,1,0.000547,1,1,44,40,3656.3071297989036,643510.054844607,585009.1407678245,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.530623,192.168.10.30,51345,192.168.10.20,181,1,1,0.000617,1,1,44,40,3241.4910858995136,570502.4311183144,518638.57374392217,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.530761,192.168.10.30,51345,192.168.10.20,714,1,1,0.000519,1,1,44,40,3853.5645472061656,678227.3603082851,616570.3275529864,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.530812,192.168.10.30,51345,192.168.10.20,421,1,1,0.000681,1,1,44,40,2936.857562408223,516886.9309838473,469897.20998531574,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.531169,192.168.10.30,51345,192.168.10.20,832,1,1,0.000324,1,1,44,40,6172.839506172839,1086419.7530864198,987654.3209876543,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.53117,192.168.10.30,51345,192.168.10.20,670,1,1,0.000417,1,1,44,40,4796.163069544365,844124.7002398082,767386.0911270983,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.53117,192.168.10.30,51345,192.168.10.20,419,1,1,0.000557,1,1,44,40,3590.664272890485,631956.9120287254,574506.2836624776,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.53117,192.168.10.30,51345,192.168.10.20,360,1,1,0.000691,1,1,44,40,2894.356005788712,509406.6570188133,463096.9609261939,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.53124,192.168.10.30,51345,192.168.10.20,241,1,1,0.000693,1,1,44,40,2886.002886002886,507936.50793650793,461760.46176046174,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.531493,192.168.10.30,51345,192.168.10.20,957,1,1,0.000523,1,1,44,40,3824.091778202677,673040.1529636711,611854.6845124282,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.531493,192.168.10.30,51345,192.168.10.20,486,1,1,0.000634,1,1,44,40,3154.5741324921137,555205.047318612,504731.86119873816,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.531587,192.168.10.30,51345,192.168.10.20,449,1,1,0.000683,1,1,44,40,2928.2576866764275,515373.3528550512,468521.2298682284,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.531727,192.168.10.30,51345,192.168.10.20,764,1,1,0.000543,1,1,44,40,3683.241252302026,648250.4604051566,589318.6003683242,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.531861,192.168.10.30,51345,192.168.10.20,766,1,1,0.000677,1,1,44,40,2954.2097488921713,519940.9158050222,472673.5598227474,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.531933,192.168.10.30,51345,192.168.10.20,682,1,1,0.000605,1,1,44,40,3305.785123966942,581818.1818181819,528925.6198347107,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.532016,192.168.10.30,51345,192.168.10.20,929,1,1,0.000692,1,1,44,40,2890.173410404624,508670.5202312139,462427.74566473986,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.532127,192.168.10.30,51345,192.168.10.20,875,1,1,0.000582,1,1,44,40,3436.426116838488,604810.9965635738,549828.178694158,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.53227,192.168.10.30,51345,192.168.10.20,616,1,1,0.000439,1,1,44,40,4555.808656036446,801822.3234624146,728929.3849658314,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.53227,192.168.10.30,51345,192.168.10.20,337,1,1,0.000561,1,1,44,40,3565.0623885918003,627450.9803921569,570409.9821746881,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
