traffic_type,ts,src_ip,src_port,dst_ip,dst_port,label,kali_source,dur,spkts,dpkts,sbytes,dbytes,rate,sload,dload,smean,dmean,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_sm_ips_ports,proto,service,state
http_burst,1787880903.364623,192.168.10.30,58640,192.168.10.20,80,1,1,0.00219,6,5,397,1916,5022.83105022831,1450228.310502283,6999086.757990867,66.16666666666667,383.2,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.374404,192.168.10.30,58650,192.168.10.20,80,1,1,0.002664,6,6,397,1968,4504.504504504504,1192192.1921921922,5909909.90990991,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.382323,192.168.10.30,58662,192.168.10.20,80,1,1,0.002049,6,6,397,1968,5856.515373352855,1550024.402147389,7683748.169838945,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.392027,192.168.10.30,58670,192.168.10.20,80,1,1,0.002103,6,6,397,1968,5706.134094151213,1510223.490252021,7486447.931526392,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.399855,192.168.10.30,58686,192.168.10.20,80,1,1,0.002092,6,6,397,1968,5736.137667304015,1518164.4359464627,7525812.619502868,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.407221,192.168.10.30,58688,192.168.10.20,80,1,1,0.001869,6,6,397,1968,6420.545746388443,1699304.4408774746,8423756.019261638,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.41442,192.168.10.30,58694,192.168.10.20,80,1,1,0.002227,6,6,397,1968,5388.414907947912,1426133.8123035475,7069600.359227661,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.422085,192.168.10.30,58704,192.168.10.20,80,1,1,0.001878,6,6,397,1968,6389.776357827476,1691160.809371672,8383386.581469649,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.429781,192.168.10.30,58714,192.168.10.20,80,1,1,0.002109,6,6,397,1968,5689.900426742532,1505926.97961119,7465149.359886201,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.437788,192.168.10.30,58720,192.168.10.20,80,1,1,0.002038,6,5,397,1916,5397.448478900884,1558390.5789990188,7521099.116781158,66.16666666666667,383.2,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.445007,192.168.10.30,58728,192.168.10.20,80,1,1,0.003354,6,6,397,1968,3577.8175313059032,946929.0399522957,4694096.601073345,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.453649,192.168.10.30,58738,192.168.10.20,80,1,1,0.001847,6,6,397,1968,6497.022198159178,1719545.208446129,8524093.123984842,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.460884,192.168.10.30,58754,192.168.10.20,80,1,1,0.002009,6,6,397,1968,5973.1209556993535,1580886.012941762,7836734.693877552,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.46829,192.168.10.30,58768,192.168.10.20,80,1,1,0.002149,6,5,397,1916,5118.659841786878,1477896.6961377386,7132619.8231735695,66.16666666666667,383.2,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.475595,192.168.10.30,58778,192.168.10.20,80,1,1,0.002111,6,6,397,1968,5684.509711037423,1504500.2368545714,7458076.740881099,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.482939,192.168.10.30,58784,192.168.10.20,80,1,1,0.002042,6,6,397,1968,5876.5915768854065,1555337.904015671,7710088.148873653,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.49019,192.168.10.30,58786,192.168.10.20,80,1,1,0.002113,6,6,397,1968,5679.129200189304,1503076.194983436,7451017.510648368,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.49774,192.168.10.30,58796,192.168.10.20,80,1,1,0.002202,6,6,397,1968,5449.591280653951,1442325.1589464124,7149863.760217984,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.505711,192.168.10.30,58804,192.168.10.20,80,1,1,0.002243,6,5,397,1916,4904.14623272403,1415960.7668301382,6833704.859563084,66.16666666666667,383.2,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.513241,192.168.10.30,58812,192.168.10.20,80,1,1,0.002014,6,6,397,1968,5958.291956305859,1576961.2711022838,7817279.046673287,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.520685,192.168.10.30,58816,192.168.10.20,80,1,1,0.002251,6,6,397,1968,5330.964015992892,1410928.4762327855,6994224.7889826745,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.528263,192.168.10.30,58826,192.168.10.20,80,1,1,0.004594,6,6,397,1968,2612.1027427078798,691336.5259033522,3427078.7984327385,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.538544,192.168.10.30,58828,192.168.10.20,80,1,1,0.002449,6,5,397,1916,4491.62923642303,1296855.859534504,6258881.175990201,66.16666666666667,383.2,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.546362,192.168.10.30,58838,192.168.10.20,80,1,1,0.002024,6,6,397,1968,5928.853754940711,1569169.960474308,7778656.126482213,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.55385,192.168.10.30,58842,192.168.10.20,80,1,1,0.002394,6,6,397,1968,5012.5313283208025,1326649.9582289057,6576441.102756892,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.561872,192.168.10.30,58854,192.168.10.20,80,1,1,0.004163,6,6,397,1968,2882.536632236368,762911.3619985587,3781888.061494115,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.571916,192.168.10.30,58858,192.168.10.20,80,1,1,0.002199,6,6,397,1968,5457.025920873124,1444292.860391087,7159618.008185538,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.579443,192.168.10.30,58870,192.168.10.20,80,1,1,0.002051,6,6,397,1968,5850.804485616773,1548512.9205265725,7676255.4851292055,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.587096,192.168.10.30,58884,192.168.10.20,80,1,1,0.002106,6,6,397,1968,5698.005698005699,1508072.1747388416,7475783.475783477,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.594743,192.168.10.30,58896,192.168.10.20,80,1,1,0.002467,6,6,397,1968,4864.207539521686,1287393.5954600729,6381840.291852453,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.603187,192.168.10.30,58908,192.168.10.20,80,1,1,0.002384,6,6,397,1968,5033.557046979866,1332214.7651006712,6604026.845637584,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.610969,192.168.10.30,58922,192.168.10.20,80,1,1,0.003962,6,6,397,1968,3028.773346794548,801615.345784957,3973750.630994447,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.620352,192.168.10.30,58934,192.168.10.20,80,1,1,0.002162,6,6,397,1968,5550.416281221092,1469010.1757631823,7282146.160962072,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.62798,192.168.10.30,58944,192.168.10.20,80,1,1,0.002023,6,6,397,1968,5931.784478497281,1569945.6253089472,7782501.235788433,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.635781,192.168.10.30,58948,192.168.10.20,80,1,1,0.0021,6,6,397,1968,5714.285714285715,1512380.9523809524,7497142.857142857,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.643339,192.168.10.30,58964,192.168.10.20,80,1,1,0.002292,6,6,397,1968,5235.602094240838,1385689.3542757416,6869109.9476439785,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.651033,192.168.10.30,58978,192.168.10.20,80,1,1,0.002123,6,6,397,1968,5652.378709373528,1495996.2317475271,7415920.8666980695,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
http_burst,1787880903.658583,192.168.10.30,58980,192.168.10.20,80,1,1,0.002038,6,6,397,1968,5888.1256133464185,1558390.5789990188,7725220.804710501,66.16666666666667,328.0,100,100,100,100,100,1,100,0,tcp,http,FIN
nmap_scan,1787875964.513849,192.168.10.10,8,192.168.10.20,0,1,0,4.005404,5,5,420,420,2.4966270568462003,838.8666911003234,838.8666911003234,84.0,84.0,1,1,1,1,1,1,1,0,other,-,ECO
nmap_scan,1787876196.022445,192.168.10.30,8,192.168.10.20,0,1,1,2.004137,3,3,252,252,2.9938073095801334,1005.9192560189248,1005.9192560189248,84.0,84.0,1,2,2,1,1,2,1,0,other,-,ECO
nmap_scan,1787876244.468389,192.168.10.30,51345,192.168.10.20,443,1,1,0.000453,1,1,44,40,4415.0110375275935,777041.9426048564,706401.766004415,44.0,40.0,2,3,3,2,1,1,2,0,tcp,-,RST
nmap_scan,1787876244.46839,192.168.10.30,51345,192.168.10.20,995,1,1,0.000452,1,1,44,40,4424.778761061947,778761.0619469027,707964.6017699115,44.0,40.0,3,4,4,3,1,2,3,0,tcp,-,RST
nmap_scan,1787876244.46839,192.168.10.30,51345,192.168.10.20,135,1,1,0.000523,1,1,44,40,3824.091778202677,673040.1529636711,611854.6845124282,44.0,40.0,4,5,5,4,1,3,4,0,tcp,-,RST
nmap_scan,1787876244.46839,192.168.10.30,51345,192.168.10.20,80,1,1,0.000523,1,1,44,40,3824.091778202677,673040.1529636711,611854.6845124282,44.0,40.0,5,6,6,5,1,4,5,0,tcp,-,RST
nmap_scan,1787876244.46839,192.168.10.30,51345,192.168.10.20,445,1,1,0.000883,1,1,44,40,2265.0056625141565,398640.99660249153,362400.906002265,44.0,40.0,6,7,7,6,1,5,6,0,tcp,-,RST
nmap_scan,1787876244.468508,192.168.10.30,51345,192.168.10.20,199,1,1,0.000765,1,1,44,40,2614.3790849673205,460130.7189542484,418300.6535947713,44.0,40.0,7,8,8,7,1,6,7,0,tcp,-,RST
nmap_scan,1787876244.468508,192.168.10.30,51345,192.168.10.20,110,1,1,0.000765,1,1,44,40,2614.3790849673205,460130.7189542484,418300.6535947713,44.0,40.0,8,9,9,8,1,7,8,0,tcp,-,RST
nmap_scan,1787876244.468509,192.168.10.30,51345,192.168.10.20,587,1,1,0.000764,1,1,44,40,2617.801047120419,460732.9842931937,418848.167539267,44.0,40.0,9,10,10,9,1,8,9,0,tcp,-,RST
nmap_scan,1787876244.468797,192.168.10.30,51345,192.168.10.20,23,1,1,0.000476,1,1,44,40,4201.680672268907,739495.7983193276,672268.9075630251,44.0,40.0,10,11,11,10,1,9,10,0,tcp,-,RST
nmap_scan,1787876244.468842,192.168.10.30,51345,192.168.10.20,139,1,1,0.000469,1,1,44,40,4264.392324093817,750533.0490405117,682302.7718550107,44.0,40.0,11,12,12,11,1,10,11,0,tcp,-,RST
nmap_scan,1787876244.469676,192.168.10.30,51345,192.168.10.20,143,1,1,0.000178,1,1,44,40,11235.955056179775,1977528.0898876407,1797752.8089887642,44.0,40.0,12,13,13,12,1,11,12,0,tcp,-,RST
nmap_scan,1787876244.469677,192.168.10.30,51345,192.168.10.20,554,1,1,0.000545,1,1,44,40,3669.7247706422017,645871.5596330275,587155.9633027522,44.0,40.0,13,14,14,13,1,12,13,0,tcp,-,RST
nmap_scan,1787876244.469677,192.168.10.30,51345,192.168.10.20,22,1,1,0.000603,2,1,84,44,4975.124378109453,1114427.8606965174,583747.9270315091,42.0,44.0,14,15,15,14,1,13,14,0,tcp,-,RST
nmap_scan,1787876244.46979,192.168.10.30,51345,192.168.10.20,53,1,1,0.001262,2,1,84,44,2377.1790808240885,532488.1141045959,278922.3454833597,42.0,44.0,15,16,16,15,1,14,15,0,tcp,-,RST
nmap_scan,1787876244.470222,192.168.10.30,51345,192.168.10.20,21,1,1,5.8e-05,1,1,44,40,34482.75862068965,6068965.517241379,5517241.379310344,44.0,40.0,16,17,17,16,1,15,16,0,tcp,-,RST
nmap_scan,1787876244.471052,192.168.10.30,51345,192.168.10.20,256,1,1,0.000191,1,1,44,40,10471.204188481675,1842931.9371727747,1675392.670157068,44.0,40.0,17,18,18,17,1,16,17,0,tcp,-,RST
nmap_scan,1787876244.471052,192.168.10.30,51345,192.168.10.20,111,1,1,0.000599,1,1,44,40,3338.89816360601,587646.0767946577,534223.7061769615,44.0,40.0,18,19,19,18,1,17,18,0,tcp,-,RST
nmap_scan,1787876244.471052,192.168.10.30,51345,192.168.10.20,113,1,1,0.000599,1,1,44,40,3338.89816360601,587646.0767946577,534223.7061769615,44.0,40.0,19,20,20,19,1,18,19,0,tcp,-,RST
nmap_scan,1787876244.471052,192.168.10.30,51345,192.168.10.20,25,1,1,0.000599,1,1,44,40,3338.89816360601,587646.0767946577,534223.7061769615,44.0,40.0,20,21,21,20,1,19,20,0,tcp,-,RST
nmap_scan,1787876244.471053,192.168.10.30,51345,192.168.10.20,993,1,1,0.000599,1,1,44,40,3338.89816360601,587646.0767946577,534223.7061769615,44.0,40.0,21,22,22,21,1,20,21,0,tcp,-,RST
nmap_scan,1787876244.471053,192.168.10.30,51345,192.168.10.20,890,1,1,0.000599,1,1,44,40,3338.89816360601,587646.0767946577,534223.7061769615,44.0,40.0,22,23,23,22,1,21,22,0,tcp,-,RST
nmap_scan,1787876244.471243,192.168.10.30,51345,192.168.10.20,355,1,1,0.000449,1,1,44,40,4454.342984409799,783964.3652561246,712694.8775055679,44.0,40.0,23,24,24,23,1,22,23,0,tcp,-,RST
nmap_scan,1787876244.471651,192.168.10.30,51345,192.168.10.20,578,1,1,8.9e-05,1,1,44,40,22471.91011235955,3955056.1797752813,3595505.6179775284,44.0,40.0,24,25,25,24,1,23,24,0,tcp,-,RST
nmap_scan,1787876244.471651,192.168.10.30,51345,192.168.10.20,275,1,1,0.000271,1,1,44,40,7380.073800738008,1298892.9889298894,1180811.8081180812,44.0,40.0,25,26,26,25,1,24,25,0,tcp,-,RST
nmap_scan,1787876244.471652,192.168.10.30,51345,192.168.10.20,998,1,1,0.000271,1,1,44,40,7380.073800738008,1298892.9889298894,1180811.8081180812,44.0,40.0,26,27,27,26,1,25,26,0,tcp,-,RST
nmap_scan,1787876244.472003,192.168.10.30,51345,192.168.10.20,684,1,1,0.000421,1,1,44,40,4750.593824228029,836104.513064133,760095.0118764846,44.0,40.0,27,28,28,27,1,26,27,0,tcp,-,RST
nmap_scan,1787876244.472223,192.168.10.30,51345,192.168.10.20,411,1,1,0.000261,1,1,44,40,7662.835249042146,1348659.0038314175,1226053.6398467433,44.0,40.0,28,29,29,28,1,27,28,0,tcp,-,RST
nmap_scan,1787876244.472223,192.168.10.30,51345,192.168.10.20,780,1,1,0.000427,1,1,44,40,4683.840749414519,824355.9718969555,749414.5199063232,44.0,40.0,29,30,30,29,1,28,29,0,tcp,-,RST
nmap_scan,1787876244.472327,192.168.10.30,51345,192.168.10.20,579,1,1,0.000323,1,1,44,40,6191.950464396285,1089783.2817337462,990712.0743034056,44.0,40.0,30,31,31,30,1,29,30,0,tcp,-,RST
nmap_scan,1787876244.47265,192.168.10.30,51345,192.168.10.20,584,1,1,0.000194,1,1,44,40,10309.278350515464,1814432.9896907217,1649484.5360824743,44.0,40.0,31,32,32,31,1,30,31,0,tcp,-,RST
nmap_scan,1787876244.473245,192.168.10.30,51345,192.168.10.20,831,1,1,0.000504,1,1,44,40,3968.253968253968,698412.6984126985,634920.6349206349,44.0,40.0,32,33,33,32,1,31,32,0,tcp,-,RST
nmap_scan,1787876244.473245,192.168.10.30,51345,192.168.10.20,261,1,1,0.000504,1,1,44,40,3968.253968253968,698412.6984126985,634920.6349206349,44.0,40.0,33,34,34,33,1,32,33,0,tcp,-,RST
nmap_scan,1787876244.473246,192.168.10.30,51345,192.168.10.20,387,1,1,0.000503,1,1,44,40,3976.1431411530816,699801.1928429424,636182.902584493,44.0,40.0,34,35,35,34,1,33,34,0,tcp,-,RST
nmap_scan,1787876244.473322,192.168.10.30,51345,192.168.10.20,778,1,1,0.000427,1,1,44,40,4683.840749414519,824355.9718969555,749414.5199063232,44.0,40.0,35,36,36,35,1,34,35,0,tcp,-,RST
nmap_scan,1787876244.473322,192.168.10.30,51345,192.168.10.20,624,1,1,0.000427,1,1,44,40,4683.840749414519,824355.9718969555,749414.5199063232,44.0,40.0,36,37,37,36,1,35,36,0,tcp,-,RST
nmap_scan,1787876244.473749,192.168.10.30,51345,192.168.10.20,808,1,1,0.000157,1,1,44,40,12738.853503184713,2242038.2165605095,2038216.560509554,44.0,40.0,37,38,38,37,1,36,37,0,tcp,-,RST
nmap_scan,1787876244.473749,192.168.10.30,51345,192.168.10.20,114,1,1,0.000219,1,1,44,40,9132.4200913242,1607305.9360730592,1461187.214611872,44.0,40.0,38,39,39,38,1,37,38,0,tcp,-,RST
nmap_scan,1787876244.473906,192.168.10.30,51345,192.168.10.20,24,1,1,0.000283,1,1,44,40,7067.137809187279,1243816.2544169612,1130742.0494699646,44.0,40.0,39,40,40,39,1,38,39,0,tcp,-,RST
nmap_scan,1787876244.473968,192.168.10.30,51345,192.168.10.20,125,1,1,0.000221,1,1,44,40,9049.773755656108,1592760.180995475,1447963.8009049774,44.0,40.0,40,41,41,40,1,39,40,0,tcp,-,RST
nmap_scan,1787876244.474242,192.168.10.30,51345,192.168.10.20,710,1,1,0.000291,1,1,44,40,6872.852233676976,1209621.9931271477,1099656.357388316,44.0,40.0,41,42,42,41,1,40,41,0,tcp,-,RST
nmap_scan,1787876244.474352,192.168.10.30,51345,192.168.10.20,514,1,1,0.001032,1,1,44,40,1937.9844961240312,341085.2713178295,310077.519379845,44.0,40.0,42,43,43,42,1,41,42,0,tcp,-,RST
nmap_scan,1787876244.474533,192.168.10.30,51345,192.168.10.20,464,1,1,0.000851,1,1,44,40,2350.1762632197415,413631.0223266745,376028.20211515867,44.0,40.0,43,44,44,43,1,42,43,0,tcp,-,RST
nmap_scan,1787876244.475384,192.168.10.30,51345,192.168.10.20,844,1,1,0.0,1,1,44,40,0.0,0.0,0.0,44.0,40.0,44,45,45,44,1,43,44,0,tcp,-,RST
nmap_scan,1787876244.475384,192.168.10.30,51345,192.168.10.20,731,1,1,1.6e-05,1,1,44,40,125000.0,22000000.0,20000000.0,44.0,40.0,45,46,46,45,1,44,45,0,tcp,-,RST
nmap_scan,1787876244.475384,192.168.10.30,51345,192.168.10.20,585,1,1,1.6e-05,1,1,44,40,125000.0,22000000.0,20000000.0,44.0,40.0,46,47,47,46,1,45,46,0,tcp,-,RST
nmap_scan,1787876244.475384,192.168.10.30,51345,192.168.10.20,432,1,1,1.6e-05,1,1,44,40,125000.0,22000000.0,20000000.0,44.0,40.0,47,48,48,47,1,46,47,0,tcp,-,RST
nmap_scan,1787876244.475384,192.168.10.30,51345,192.168.10.20,858,1,1,0.000108,1,1,44,40,18518.51851851852,3259259.2592592593,2962962.962962963,44.0,40.0,48,49,49,48,1,47,48,0,tcp,-,RST
nmap_scan,1787876244.4754,192.168.10.30,51345,192.168.10.20,347,1,1,0.000317,1,1,44,40,6309.148264984227,1110410.094637224,1009463.7223974763,44.0,40.0,49,50,50,49,1,48,49,0,tcp,-,RST
nmap_scan,1787876244.475492,192.168.10.30,51345,192.168.10.20,787,1,1,0.000422,1,1,44,40,4739.336492890995,834123.2227488152,758293.8388625592,44.0,40.0,50,51,51,50,1,49,50,0,tcp,-,RST
nmap_scan,1787876244.475634,192.168.10.30,51345,192.168.10.20,131,1,1,0.000314,1,1,44,40,6369.426751592357,1121019.1082802548,1019108.280254777,44.0,40.0,51,52,52,51,1,50,51,0,tcp,-,RST
nmap_scan,1787876244.475913,192.168.10.30,51345,192.168.10.20,968,1,1,0.000311,1,1,44,40,6430.868167202572,1131832.7974276526,1028938.9067524115,44.0,40.0,52,53,53,52,1,51,52,0,tcp,-,RST
nmap_scan,1787876244.476224,192.168.10.30,51345,192.168.10.20,614,1,1,0.000234,1,1,44,40,8547.008547008547,1504273.5042735043,1367521.3675213675,44.0,40.0,53,54,54,53,1,52,53,0,tcp,-,RST
nmap_scan,1787876244.476224,192.168.10.30,51345,192.168.10.20,775,1,1,0.000292,1,1,44,40,6849.315068493151,1205479.4520547946,1095890.410958904,44.0,40.0,54,55,55,54,1,53,54,0,tcp,-,RST
nmap_scan,1787876244.476224,192.168.10.30,51345,192.168.10.20,732,1,1,0.000587,1,1,44,40,3407.155025553663,599659.2844974446,545144.8040885861,44.0,40.0,55,56,56,55,1,54,55,0,tcp,-,RST
nmap_scan,1787876244.476224,192.168.10.30,51345,192.168.10.20,476,1,1,0.000587,1,1,44,40,3407.155025553663,599659.2844974446,545144.8040885861,44.0,40.0,56,57,57,56,1,55,56,0,tcp,-,RST
nmap_scan,1787876244.476426,192.168.10.30,51345,192.168.10.20,42,1,1,0.000626,1,1,44,40,3194.8881789137376,562300.3194888178,511182.108626198,44.0,40.0,57,58,58,57,1,56,57,0,tcp,-,RST
nmap_scan,1787876244.476426,192.168.10.30,51345,192.168.10.20,196,1,1,0.000626,1,1,44,40,3194.8881789137376,562300.3194888178,511182.108626198,44.0,40.0,58,59,59,58,1,57,58,0,tcp,-,RST
nmap_scan,1787876244.476811,192.168.10.30,51345,192.168.10.20,365,1,1,0.000482,1,1,44,40,4149.377593360996,730290.4564315353,663900.4149377593,44.0,40.0,59,60,60,59,1,58,59,0,tcp,-,RST
nmap_scan,1787876244.476811,192.168.10.30,51345,192.168.10.20,544,1,1,0.000482,1,1,44,40,4149.377593360996,730290.4564315353,663900.4149377593,44.0,40.0,60,61,61,60,1,59,60,0,tcp,-,RST
nmap_scan,1787876244.476811,192.168.10.30,51345,192.168.10.20,856,1,1,0.000482,1,1,44,40,4149.377593360996,730290.4564315353,663900.4149377593,44.0,40.0,61,62,62,61,1,60,61,0,tcp,-,RST
nmap_scan,1787876244.477052,192.168.10.30,51345,192.168.10.20,916,1,1,0.000376,1,1,44,40,5319.148936170213,936170.2127659575,851063.8297872341,44.0,40.0,62,63,63,62,1,61,62,0,tcp,-,RST
nmap_scan,1787876244.477293,192.168.10.30,51345,192.168.10.20,729,1,1,0.000307,1,1,44,40,6514.657980456026,1146579.8045602606,1042345.2768729642,44.0,40.0,63,64,64,63,1,62,63,0,tcp,-,RST
nmap_scan,1787876244.477352,192.168.10.30,51345,192.168.10.20,792,1,1,0.000248,1,1,44,40,8064.516129032258,1419354.8387096773,1290322.5806451612,44.0,40.0,64,65,65,64,1,63,64,0,tcp,-,RST
nmap_scan,1787876244.477658,192.168.10.30,51345,192.168.10.20,328,1,1,0.000801,1,1,44,40,2496.8789013732835,439450.6866416979,399500.6242197254,44.0,40.0,65,66,66,65,1,64,65,0,tcp,-,RST
nmap_scan,1787876244.477778,192.168.10.30,51345,192.168.10.20,204,1,1,0.000681,1,1,44,40,2936.857562408223,516886.9309838473,469897.20998531574,44.0,40.0,66,67,67,66,1,65,66,0,tcp,-,RST
nmap_scan,1787876244.477826,192.168.10.30,51345,192.168.10.20,343,1,1,0.000633,1,1,44,40,3159.55766192733,556082.1484992101,505529.22590837284,44.0,40.0,67,68,68,67,1,66,67,0,tcp,-,RST
nmap_scan,1787876244.478458,192.168.10.30,51345,192.168.10.20,248,1,1,0.000192,1,1,44,40,10416.666666666666,1833333.3333333333,1666666.6666666665,44.0,40.0,68,69,69,68,1,67,68,0,tcp,-,RST
nmap_scan,1787876244.478459,192.168.10.30,51345,192.168.10.20,390,1,1,0.000191,1,1,44,40,10471.204188481675,1842931.9371727747,1675392.670157068,44.0,40.0,69,70,70,69,1,68,69,0,tcp,-,RST
nmap_scan,1787876244.478459,192.168.10.30,51345,192.168.10.20,475,1,1,0.000191,1,1,44,40,10471.204188481675,1842931.9371727747,1675392.670157068,44.0,40.0,70,71,71,70,1,69,70,0,tcp,-,RST
nmap_scan,1787876244.478459,192.168.10.30,51345,192.168.10.20,876,1,1,0.000373,1,1,44,40,5361.930294906166,943699.7319034853,857908.8471849866,44.0,40.0,71,72,72,71,1,70,71,0,tcp,-,RST
nmap_scan,1787876244.479349,192.168.10.30,51345,192.168.10.20,615,1,1,0.000596,1,1,44,40,3355.7046979865772,590604.0268456376,536912.7516778524,44.0,40.0,72,73,73,72,1,71,72,0,tcp,-,RST
nmap_scan,1787876244.479349,192.168.10.30,51345,192.168.10.20,405,1,1,0.000596,1,1,44,40,3355.7046979865772,590604.0268456376,536912.7516778524,44.0,40.0,73,74,74,73,1,72,73,0,tcp,-,RST
nmap_scan,1787876244.479349,192.168.10.30,51345,192.168.10.20,590,1,1,0.000596,1,1,44,40,3355.7046979865772,590604.0268456376,536912.7516778524,44.0,40.0,74,75,75,74,1,73,74,0,tcp,-,RST
nmap_scan,1787876244.479349,192.168.10.30,51345,192.168.10.20,173,1,1,0.000596,1,1,44,40,3355.7046979865772,590604.0268456376,536912.7516778524,44.0,40.0,75,76,76,75,1,74,75,0,tcp,-,RST
nmap_scan,1787876244.479945,192.168.10.30,51345,192.168.10.20,591,1,1,3.4e-05,1,1,44,40,58823.529411764706,10352941.176470589,9411764.705882354,44.0,40.0,76,77,77,76,1,75,76,0,tcp,-,RST
nmap_scan,1787876244.479945,192.168.10.30,51345,192.168.10.20,222,1,1,3.5e-05,1,1,44,40,57142.857142857145,10057142.857142858,9142857.142857144,44.0,40.0,77,78,78,77,1,76,77,0,tcp,-,RST
nmap_scan,1787876244.479945,192.168.10.30,51345,192.168.10.20,477,1,1,0.000372,1,1,44,40,5376.344086021506,946236.559139785,860215.0537634409,44.0,40.0,78,79,79,78,1,77,78,0,tcp,-,RST
nmap_scan,1787876244.479945,192.168.10.30,51345,192.168.10.20,660,1,1,0.000373,1,1,44,40,5361.930294906166,943699.7319034853,857908.8471849866,44.0,40.0,79,80,80,79,1,78,79,0,tcp,-,RST
nmap_scan,1787876244.47998,192.168.10.30,51345,192.168.10.20,314,1,1,0.000338,1,1,44,40,5917.15976331361,1041420.1183431953,946745.5621301776,44.0,40.0,80,81,81,80,1,79,80,0,tcp,-,RST
nmap_scan,1787876244.480318,192.168.10.30,51345,192.168.10.20,272,1,1,0.000184,1,1,44,40,10869.565217391304,1913043.4782608696,1739130.4347826086,44.0,40.0,81,82,82,81,1,80,81,0,tcp,-,RST
nmap_scan,1787876244.480318,192.168.10.30,51345,192.168.10.20,492,1,1,0.000184,1,1,44,40,10869.565217391304,1913043.4782608696,1739130.4347826086,44.0,40.0,82,83,83,82,1,81,82,0,tcp,-,RST
nmap_scan,1787876244.480502,192.168.10.30,51345,192.168.10.20,102,1,1,0.000236,1,1,44,40,8474.57627118644,1491525.4237288137,1355932.2033898307,44.0,40.0,83,84,84,83,1,82,83,0,tcp,-,RST
nmap_scan,1787876244.480706,192.168.10.30,51345,192.168.10.20,500,1,1,0.000433,1,1,44,40,4618.937644341801,812933.025404157,739030.0230946882,44.0,40.0,84,85,85,84,1,83,84,0,tcp,-,RST
