traffic_type	ts	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_ip_bytes	resp_ip-bytes	orig_pkts	resp_pkts	conn_state
nmap_scan	1787876244.504214	192.168.10.30	51345	192.168.10.20	882	tcp	-	0.000235	44	40	1	1	REJ
nmap_scan	1787876244.504214	192.168.10.30	51345	192.168.10.20	925	tcp	-	0.000345	44	40	1	1	REJ
nmap_scan	1787876244.504214	192.168.10.30	51345	192.168.10.20	548	tcp	-	0.000345	44	40	1	1	REJ
nmap_scan	1787876244.504214	192.168.10.30	51345	192.168.10.20	534	tcp	-	0.000434	44	40	1	1	REJ
nmap_scan	1787876244.504215	192.168.10.30	51345	192.168.10.20	205	tcp	-	0.000546	44	40	1	1	REJ
nmap_scan	1787876244.504215	192.168.10.30	51345	192.168.10.20	643	tcp	-	0.000633	44	40	1	1	REJ
nmap_scan	1787876244.504761	192.168.10.30	51345	192.168.10.20	91	tcp	-	0.000496	44	40	1	1	REJ
nmap_scan	1787876244.504761	192.168.10.30	51345	192.168.10.20	14	tcp	-	0.000560	44	40	1	1	REJ
nmap_scan	1787876244.504904	192.168.10.30	51345	192.168.10.20	144	tcp	-	0.000418	44	40	1	1	REJ
nmap_scan	1787876244.505122	192.168.10.30	51345	192.168.10.20	826	tcp	-	0.000303	44	40	1	1	REJ
nmap_scan	1787876244.504904	192.168.10.30	51345	192.168.10.20	484	tcp	-	0.000521	44	40	1	1	REJ
nmap_scan	1787876244.505122	192.168.10.30	51345	192.168.10.20	372	tcp	-	0.000426	44	40	1	1	REJ
nmap_scan	1787876244.505122	192.168.10.30	51345	192.168.10.20	567	tcp	-	0.000426	44	40	1	1	REJ
nmap_scan	1787876244.505257	192.168.10.30	51345	192.168.10.20	817	tcp	-	0.000420	44	40	1	1	REJ
nmap_scan	1787876244.505782	192.168.10.30	51345	192.168.10.20	553	tcp	-	0.000636	44	40	1	1	REJ
nmap_scan	1787876244.505677	192.168.10.30	51345	192.168.10.20	549	tcp	-	0.000741	44	40	1	1	REJ
nmap_scan	1787876244.506294	192.168.10.30	51345	192.168.10.20	836	tcp	-	0.000124	44	40	1	1	REJ
nmap_scan	1787876244.506295	192.168.10.30	51345	192.168.10.20	301	tcp	-	0.000160	44	40	1	1	REJ
nmap_scan	1787876244.506295	192.168.10.30	51345	192.168.10.20	981	tcp	-	0.000425	44	40	1	1	REJ
nmap_scan	1787876244.506295	192.168.10.30	51345	192.168.10.20	338	tcp	-	0.000560	44	40	1	1	REJ
nmap_scan	1787876244.506295	192.168.10.30	51345	192.168.10.20	545	tcp	-	0.000662	44	40	1	1	REJ
nmap_scan	1787876244.506295	192.168.10.30	51345	192.168.10.20	940	tcp	-	0.000710	44	40	1	1	REJ
nmap_scan	1787876244.506295	192.168.10.30	51345	192.168.10.20	685	tcp	-	0.001244	44	40	1	1	REJ
nmap_scan	1787876244.506720	192.168.10.30	51345	192.168.10.20	946	tcp	-	0.000820	44	40	1	1	REJ
nmap_scan	1787876244.506635	192.168.10.30	51345	192.168.10.20	206	tcp	-	0.000905	44	40	1	1	REJ
nmap_scan	1787876244.506635	192.168.10.30	51345	192.168.10.20	698	tcp	-	0.000905	44	40	1	1	REJ
nmap_scan	1787876244.506295	192.168.10.30	51345	192.168.10.20	198	tcp	-	0.001245	44	40	1	1	REJ
nmap_scan	1787876244.507005	192.168.10.30	51345	192.168.10.20	702	tcp	-	0.000590	44	40	1	1	REJ
nmap_scan	1787876244.506855	192.168.10.30	51345	192.168.10.20	88	tcp	-	0.000740	44	40	1	1	REJ
nmap_scan	1787876244.506855	192.168.10.30	51345	192.168.10.20	154	tcp	-	0.000740	44	40	1	1	REJ
nmap_scan	1787876244.507540	192.168.10.30	51345	192.168.10.20	295	tcp	-	0.000399	44	40	1	1	REJ
nmap_scan	1787876244.507540	192.168.10.30	51345	192.168.10.20	772	tcp	-	0.000399	44	40	1	1	REJ
nmap_scan	1787876244.507540	192.168.10.30	51345	192.168.10.20	601	tcp	-	0.000399	44	40	1	1	REJ
nmap_scan	1787876244.507595	192.168.10.30	51345	192.168.10.20	48	tcp	-	0.000471	44	40	1	1	REJ
nmap_scan	1787876244.507939	192.168.10.30	51345	192.168.10.20	86	tcp	-	0.000738	44	40	1	1	REJ
nmap_scan	1787876244.507939	192.168.10.30	51345	192.168.10.20	800	tcp	-	0.000842	44	40	1	1	REJ
nmap_scan	1787876244.507939	192.168.10.30	51345	192.168.10.20	422	tcp	-	0.000842	44	40	1	1	REJ
nmap_scan	1787876244.508066	192.168.10.30	51345	192.168.10.20	745	tcp	-	0.000855	44	40	1	1	REJ
nmap_scan	1787876244.508066	192.168.10.30	51345	192.168.10.20	10	tcp	-	0.000937	44	40	1	1	REJ
nmap_scan	1787876244.508145	192.168.10.30	51345	192.168.10.20	794	tcp	-	0.000962	44	40	1	1	REJ
nmap_scan	1787876244.508677	192.168.10.30	51345	192.168.10.20	87	tcp	-	0.000551	44	40	1	1	REJ
nmap_scan	1787876244.508781	192.168.10.30	51345	192.168.10.20	29	tcp	-	0.000447	44	40	1	1	REJ
nmap_scan	1787876244.508857	192.168.10.30	51345	192.168.10.20	491	tcp	-	0.000489	44	40	1	1	REJ
nmap_scan	1787876244.509003	192.168.10.30	51345	192.168.10.20	377	tcp	-	0.000404	44	40	1	1	REJ
nmap_scan	1787876244.509107	192.168.10.30	51345	192.168.10.20	784	tcp	-	0.000421	44	40	1	1	REJ
nmap_scan	1787876244.509228	192.168.10.30	51345	192.168.10.20	522	tcp	-	0.000300	44	40	1	1	REJ
nmap_scan	1787876244.509228	192.168.10.30	51345	192.168.10.20	577	tcp	-	0.000404	44	40	1	1	REJ
nmap_scan	1787876244.509346	192.168.10.30	51345	192.168.10.20	770	tcp	-	0.000382	44	40	1	1	REJ
nmap_scan	1787876244.510037	192.168.10.30	51345	192.168.10.20	380	tcp	-	0.000261	44	40	1	1	REJ
nmap_scan	1787876244.510165	192.168.10.30	51345	192.168.10.20	36	tcp	-	0.000222	44	40	1	1	REJ
nmap_scan	1787876244.510165	192.168.10.30	51345	192.168.10.20	304	tcp	-	0.000494	44	40	1	1	REJ
nmap_scan	1787876244.510265	192.168.10.30	51345	192.168.10.20	655	tcp	-	0.000394	44	40	1	1	REJ
nmap_scan	1787876244.510265	192.168.10.30	51345	192.168.10.20	948	tcp	-	0.000511	44	40	1	1	REJ
nmap_scan	1787876244.510387	192.168.10.30	51345	192.168.10.20	847	tcp	-	0.000511	44	40	1	1	REJ
nmap_scan	1787876244.510659	192.168.10.30	51345	192.168.10.20	169	tcp	-	0.000391	44	40	1	1	REJ
nmap_scan	1787876244.510659	192.168.10.30	51345	192.168.10.20	783	tcp	-	0.000508	44	40	1	1	REJ
nmap_scan	1787876244.510776	192.168.10.30	51345	192.168.10.20	893	tcp	-	0.000600	44	40	1	1	REJ
nmap_scan	1787876244.510898	192.168.10.30	51345	192.168.10.20	68	tcp	-	0.000583	44	40	1	1	REJ
nmap_scan	1787876244.511050	192.168.10.30	51345	192.168.10.20	891	tcp	-	0.000431	44	40	1	1	REJ
nmap_scan	1787876244.511167	192.168.10.30	51345	192.168.10.20	129	tcp	-	0.000411	44	40	1	1	REJ
nmap_scan	1787876244.511376	192.168.10.30	51345	192.168.10.20	305	tcp	-	0.000351	44	40	1	1	REJ
nmap_scan	1787876244.511481	192.168.10.30	51345	192.168.10.20	926	tcp	-	0.000368	44	40	1	1	REJ
nmap_scan	1787876244.511481	192.168.10.30	51345	192.168.10.20	493	tcp	-	0.000482	44	40	1	1	REJ
nmap_scan	1787876244.511578	192.168.10.30	51345	192.168.10.20	810	tcp	-	0.000460	44	40	1	1	REJ
nmap_scan	1787876244.511679	192.168.10.30	51345	192.168.10.20	213	tcp	-	0.000476	44	40	1	1	REJ
nmap_scan	1787876244.511726	192.168.10.30	51345	192.168.10.20	625	tcp	-	0.000493	44	40	1	1	REJ
nmap_scan	1787876244.511849	192.168.10.30	51345	192.168.10.20	270	tcp	-	0.000464	44	40	1	1	REJ
nmap_scan	1787876244.511963	192.168.10.30	51345	192.168.10.20	262	tcp	-	0.000501	44	40	1	1	REJ
nmap_scan	1787876244.512037	192.168.10.30	51345	192.168.10.20	218	tcp	-	0.000465	44	40	1	1	REJ
nmap_scan	1787876244.512155	192.168.10.30	51345	192.168.10.20	688	tcp	-	0.000473	44	40	1	1	REJ
nmap_scan	1787876244.512219	192.168.10.30	51345	192.168.10.20	593	tcp	-	0.000481	44	40	1	1	REJ
nmap_scan	1787876244.512312	192.168.10.30	51345	192.168.10.20	133	tcp	-	0.000421	44	40	1	1	REJ
nmap_scan	1787876244.512464	192.168.10.30	51345	192.168.10.20	167	tcp	-	0.000383	44	40	1	1	REJ
nmap_scan	1787876244.512502	192.168.10.30	51345	192.168.10.20	483	tcp	-	0.000439	44	40	1	1	REJ
nmap_scan	1787876244.512628	192.168.10.30	51345	192.168.10.20	527	tcp	-	0.000484	44	40	1	1	REJ
nmap_scan	1787876244.512628	192.168.10.30	51345	192.168.10.20	907	tcp	-	0.000484	44	40	1	1	REJ
nmap_scan	1787876244.512733	192.168.10.30	51345	192.168.10.20	904	tcp	-	0.000497	44	40	1	1	REJ
nmap_scan	1787876244.512847	192.168.10.30	51345	192.168.10.20	536	tcp	-	0.000432	44	40	1	1	REJ
nmap_scan	1787876244.512940	192.168.10.30	51345	192.168.10.20	919	tcp	-	0.000460	44	40	1	1	REJ
nmap_scan	1787876244.513112	192.168.10.30	51345	192.168.10.20	315	tcp	-	0.000426	44	40	1	1	REJ
nmap_scan	1787876244.513112	192.168.10.30	51345	192.168.10.20	159	tcp	-	0.000468	44	40	1	1	REJ
nmap_scan	1787876244.513229	192.168.10.30	51345	192.168.10.20	639	tcp	-	0.000478	44	40	1	1	REJ
nmap_scan	1787876244.513279	192.168.10.30	51345	192.168.10.20	28	tcp	-	0.000605	44	40	1	1	REJ
nmap_scan	1787876244.513400	192.168.10.30	51345	192.168.10.20	438	tcp	-	0.000484	44	40	1	1	REJ
nmap_scan	1787876244.513538	192.168.10.30	51345	192.168.10.20	690	tcp	-	0.000429	44	40	1	1	REJ
nmap_scan	1787876244.513580	192.168.10.30	51345	192.168.10.20	399	tcp	-	0.000466	44	40	1	1	REJ
nmap_scan	1787876244.513707	192.168.10.30	51345	192.168.10.20	666	tcp	-	0.000493	44	40	1	1	REJ
nmap_scan	1787876244.513884	192.168.10.30	51345	192.168.10.20	223	tcp	-	0.000342	44	40	1	1	REJ
nmap_scan	1787876244.513884	192.168.10.30	51345	192.168.10.20	245	tcp	-	0.000446	44	40	1	1	REJ
nmap_scan	1787876244.513967	192.168.10.30	51345	192.168.10.20	861	tcp	-	0.000462	44	40	1	1	REJ
nmap_scan	1787876244.514046	192.168.10.30	51345	192.168.10.20	401	tcp	-	0.000494	44	40	1	1	REJ
nmap_scan	1787876244.514200	192.168.10.30	51345	192.168.10.20	974	tcp	-	0.000449	44	40	1	1	REJ
nmap_scan	1787876244.514200	192.168.10.30	51345	192.168.10.20	733	tcp	-	0.000565	44	40	1	1	REJ
nmap_scan	1787876244.514330	192.168.10.30	51345	192.168.10.20	885	tcp	-	0.000435	44	40	1	1	REJ
nmap_scan	1787876244.514403	192.168.10.30	51345	192.168.10.20	933	tcp	-	0.000498	44	40	1	1	REJ
nmap_scan	1787876244.514539	192.168.10.30	51345	192.168.10.20	107	tcp	-	0.000362	44	40	1	1	REJ
nmap_scan	1787876244.514648	192.168.10.30	51345	192.168.10.20	928	tcp	-	0.000429	44	40	1	1	REJ
nmap_scan	1787876244.514764	192.168.10.30	51345	192.168.10.20	58	tcp	-	0.000313	44	40	1	1	REJ
nmap_scan	1787876244.515455	192.168.10.30	51345	192.168.10.20	761	tcp	-	0.000612	44	40	1	1	REJ
nmap_scan	1787876244.515455	192.168.10.30	51345	192.168.10.20	748	tcp	-	0.000638	44	40	1	1	REJ
nmap_scan	1787876244.515455	192.168.10.30	51345	192.168.10.20	582	tcp	-	0.000969	44	40	1	1	REJ
nmap_scan	1787876244.515455	192.168.10.30	51345	192.168.10.20	602	tcp	-	0.000970	44	40	1	1	REJ
nmap_scan	1787876244.515809	192.168.10.30	51345	192.168.10.20	221	tcp	-	0.000808	44	40	1	1	REJ
nmap_scan	1787876244.515455	192.168.10.30	51345	192.168.10.20	956	tcp	-	0.001162	44	40	1	1	REJ
nmap_scan	1787876244.515455	192.168.10.30	51345	192.168.10.20	373	tcp	-	0.001162	44	40	1	1	REJ
nmap_scan	1787876244.515809	192.168.10.30	51345	192.168.10.20	713	tcp	-	0.000808	44	40	1	1	REJ
nmap_scan	1787876244.515809	192.168.10.30	51345	192.168.10.20	79	tcp	-	0.000898	44	40	1	1	REJ
nmap_scan	1787876244.515809	192.168.10.30	51345	192.168.10.20	363	tcp	-	0.000966	44	40	1	1	REJ
nmap_scan	1787876244.515809	192.168.10.30	51345	192.168.10.20	234	tcp	-	0.001326	44	40	1	1	REJ
nmap_scan	1787876244.516067	192.168.10.30	51345	192.168.10.20	101	tcp	-	0.001069	44	40	1	1	REJ
nmap_scan	1787876244.516067	192.168.10.30	51345	192.168.10.20	803	tcp	-	0.001069	44	40	1	1	REJ
nmap_scan	1787876244.516424	192.168.10.30	51345	192.168.10.20	122	tcp	-	0.000825	44	40	1	1	REJ
nmap_scan	1787876244.516424	192.168.10.30	51345	192.168.10.20	964	tcp	-	0.000825	44	40	1	1	REJ
nmap_scan	1787876244.516617	192.168.10.30	51345	192.168.10.20	531	tcp	-	0.000751	44	40	1	1	REJ
nmap_scan	1787876244.516617	192.168.10.30	51345	192.168.10.20	869	tcp	-	0.000996	44	40	1	1	REJ
nmap_scan	1787876244.516617	192.168.10.30	51345	192.168.10.20	671	tcp	-	0.001084	44	40	1	1	REJ
nmap_scan	1787876244.516617	192.168.10.30	51345	192.168.10.20	389	tcp	-	0.001161	44	40	1	1	REJ
nmap_scan	1787876244.516707	192.168.10.30	51345	192.168.10.20	345	tcp	-	0.001169	44	40	1	1	REJ
nmap_scan	1787876244.516775	192.168.10.30	51345	192.168.10.20	967	tcp	-	0.001191	44	40	1	1	REJ
nmap_scan	1787876244.516860	192.168.10.30	51345	192.168.10.20	992	tcp	-	0.001201	44	40	1	1	REJ
nmap_scan	1787876244.517136	192.168.10.30	51345	192.168.10.20	851	tcp	-	0.001058	44	40	1	1	REJ
nmap_scan	1787876244.517136	192.168.10.30	51345	192.168.10.20	694	tcp	-	0.001058	44	40	1	1	REJ
nmap_scan	1787876244.517249	192.168.10.30	51345	192.168.10.20	687	tcp	-	0.001074	44	40	1	1	REJ
nmap_scan	1787876244.517249	192.168.10.30	51345	192.168.10.20	344	tcp	-	0.001168	44	40	1	1	REJ
nmap_scan	1787876244.517368	192.168.10.30	51345	192.168.10.20	448	tcp	-	0.001137	44	40	1	1	REJ
nmap_scan	1787876244.517613	192.168.10.30	51345	192.168.10.20	923	tcp	-	0.001065	44	40	1	1	REJ
nmap_scan	1787876244.517701	192.168.10.30	51345	192.168.10.20	478	tcp	-	0.000977	44	40	1	1	REJ
nmap_scan	1787876244.517778	192.168.10.30	51345	192.168.10.20	303	tcp	-	0.001013	44	40	1	1	REJ
nmap_scan	1787876244.517966	192.168.10.30	51345	192.168.10.20	990	tcp	-	0.001023	44	40	1	1	REJ
nmap_scan	1787876244.517876	192.168.10.30	51345	192.168.10.20	463	tcp	-	0.001113	44	40	1	1	REJ
nmap_scan	1787876244.518061	192.168.10.30	51345	192.168.10.20	65	tcp	-	0.001050	44	40	1	1	REJ
nmap_scan	1787876244.518194	192.168.10.30	51345	192.168.10.20	197	tcp	-	0.000991	44	40	1	1	REJ
nmap_scan	1787876244.518194	192.168.10.30	51345	192.168.10.20	227	tcp	-	0.001114	44	40	1	1	REJ
nmap_scan	1787876244.518323	192.168.10.30	51345	192.168.10.20	917	tcp	-	0.001059	44	40	1	1	REJ
nmap_scan	1787876244.518417	192.168.10.30	51345	192.168.10.20	179	tcp	-	0.001034	44	40	1	1	REJ
nmap_scan	1787876244.518505	192.168.10.30	51345	192.168.10.20	138	tcp	-	0.001034	44	40	1	1	REJ
nmap_scan	1787876244.518677	192.168.10.30	51345	192.168.10.20	375	tcp	-	0.000996	44	40	1	1	REJ
nmap_scan	1787876244.518678	192.168.10.30	51345	192.168.10.20	816	tcp	-	0.001046	44	40	1	1	REJ
nmap_scan	1787876244.518791	192.168.10.30	51345	192.168.10.20	285	tcp	-	0.000965	44	40	1	1	REJ
nmap_scan	1787876244.518989	192.168.10.30	51345	192.168.10.20	699	tcp	-	0.000904	44	40	1	1	REJ
nmap_scan	1787876244.518989	192.168.10.30	51345	192.168.10.20	200	tcp	-	0.000904	44	40	1	1	REJ
nmap_scan	1787876244.519111	192.168.10.30	51345	192.168.10.20	750	tcp	-	0.000841	44	40	1	1	REJ
nmap_scan	1787876244.519185	192.168.10.30	51345	192.168.10.20	92	tcp	-	0.000871	44	40	1	1	REJ
nmap_scan	1787876244.519308	192.168.10.30	51345	192.168.10.20	550	tcp	-	0.000748	44	40	1	1	REJ
nmap_scan	1787876244.519382	192.168.10.30	51345	192.168.10.20	902	tcp	-	0.000762	44	40	1	1	REJ
nmap_scan	1787876244.519451	192.168.10.30	51345	192.168.10.20	64	tcp	-	0.000746	44	40	1	1	REJ
nmap_scan	1787876244.519673	192.168.10.30	51345	192.168.10.20	397	tcp	-	0.000675	44	40	1	1	REJ
nmap_scan	1787876244.519539	192.168.10.30	51345	192.168.10.20	799	tcp	-	0.000809	44	40	1	1	REJ
nmap_scan	1787876244.520735	192.168.10.30	51345	192.168.10.20	447	tcp	-	0.000289	44	40	1	1	REJ
nmap_scan	1787876244.520735	192.168.10.30	51345	192.168.10.20	789	tcp	-	0.000420	44	40	1	1	REJ
nmap_scan	1787876244.520880	192.168.10.30	51345	192.168.10.20	953	tcp	-	0.000394	44	40	1	1	REJ
nmap_scan	1787876244.520735	192.168.10.30	51345	192.168.10.20	226	tcp	-	0.000539	44	40	1	1	REJ
nmap_scan	1787876244.520880	192.168.10.30	51345	192.168.10.20	489	tcp	-	0.000498	44	40	1	1	REJ
nmap_scan	1787876244.520920	192.168.10.30	51345	192.168.10.20	966	tcp	-	0.000552	44	40	1	1	REJ
nmap_scan	1787876244.521024	192.168.10.30	51345	192.168.10.20	322	tcp	-	0.000539	44	40	1	1	REJ
nmap_scan	1787876244.521154	192.168.10.30	51345	192.168.10.20	647	tcp	-	0.000494	44	40	1	1	REJ
nmap_scan	1787876244.521155	192.168.10.30	51345	192.168.10.20	814	tcp	-	0.000576	44	40	1	1	REJ
nmap_scan	1787876244.521378	192.168.10.30	51345	192.168.10.20	788	tcp	-	0.000643	44	40	1	1	REJ
nmap_scan	1787876244.521274	192.168.10.30	51345	192.168.10.20	20	tcp	-	0.000747	44	40	1	1	REJ
nmap_scan	1787876244.521472	192.168.10.30	51345	192.168.10.20	730	tcp	-	0.000550	44	40	1	1	REJ
nmap_scan	1787876244.521648	192.168.10.30	51345	192.168.10.20	440	tcp	-	0.000471	44	40	1	1	REJ
nmap_scan	1787876244.521563	192.168.10.30	51345	192.168.10.20	334	tcp	-	0.000556	44	40	1	1	REJ
nmap_scan	1787876244.522021	192.168.10.30	51345	192.168.10.20	410	tcp	-	0.000334	44	40	1	1	REJ
nmap_scan	1787876244.521731	192.168.10.30	51345	192.168.10.20	367	tcp	-	0.000624	44	40	1	1	REJ
nmap_scan	1787876244.522022	192.168.10.30	51345	192.168.10.20	505	tcp	-	0.000445	44	40	1	1	REJ
nmap_scan	1787876244.522119	192.168.10.30	51345	192.168.10.20	274	tcp	-	0.000481	44	40	1	1	REJ
nmap_scan	1787876244.522119	192.168.10.30	51345	192.168.10.20	840	tcp	-	0.000481	44	40	1	1	REJ
nmap_scan	1787876244.522355	192.168.10.30	51345	192.168.10.20	195	tcp	-	0.000347	44	40	1	1	REJ
nmap_scan	1787876244.522467	192.168.10.30	51345	192.168.10.20	470	tcp	-	0.000558	44	40	1	1	REJ
nmap_scan	1787876244.522467	192.168.10.30	51345	192.168.10.20	215	tcp	-	0.000558	44	40	1	1	REJ
nmap_scan	1787876244.522355	192.168.10.30	51345	192.168.10.20	366	tcp	-	0.000670	44	40	1	1	REJ
nmap_scan	1787876244.522600	192.168.10.30	51345	192.168.10.20	726	tcp	-	0.000478	44	40	1	1	REJ
nmap_scan	1787876244.522669	192.168.10.30	51345	192.168.10.20	267	tcp	-	0.000665	44	40	1	1	REJ
nmap_scan	1787876244.523025	192.168.10.30	51345	192.168.10.20	244	tcp	-	0.000309	44	40	1	1	REJ
nmap_scan	1787876244.523025	192.168.10.30	51345	192.168.10.20	400	tcp	-	0.000448	44	40	1	1	REJ
nmap_scan	1787876244.523025	192.168.10.30	51345	192.168.10.20	158	tcp	-	0.000448	44	40	1	1	REJ
nmap_scan	1787876244.523333	192.168.10.30	51345	192.168.10.20	945	tcp	-	0.000202	44	40	1	1	REJ
nmap_scan	1787876244.523334	192.168.10.30	51345	192.168.10.20	327	tcp	-	0.000230	44	40	1	1	REJ
nmap_scan	1787876244.524042	192.168.10.30	51345	192.168.10.20	182	tcp	-	0.000396	44	40	1	1	REJ
nmap_scan	1787876244.524042	192.168.10.30	51345	192.168.10.20	38	tcp	-	0.000396	44	40	1	1	REJ
nmap_scan	1787876244.524042	192.168.10.30	51345	192.168.10.20	247	tcp	-	0.000396	44	40	1	1	REJ
nmap_scan	1787876244.524042	192.168.10.30	51345	192.168.10.20	603	tcp	-	0.000670	44	40	1	1	REJ
nmap_scan	1787876244.524102	192.168.10.30	51345	192.168.10.20	324	tcp	-	0.000610	44	40	1	1	REJ
nmap_scan	1787876244.524102	192.168.10.30	51345	192.168.10.20	451	tcp	-	0.000610	44	40	1	1	REJ
nmap_scan	1787876244.524438	192.168.10.30	51345	192.168.10.20	238	tcp	-	0.001968	44	40	1	1	REJ
nmap_scan	1787876244.524438	192.168.10.30	51345	192.168.10.20	920	tcp	-	0.001968	44	40	1	1	REJ
nmap_scan	1787876244.524166	192.168.10.30	51345	192.168.10.20	504	tcp	-	0.002240	44	40	1	1	REJ
nmap_scan	1787876244.524712	192.168.10.30	51345	192.168.10.20	662	tcp	-	0.001694	44	40	1	1	REJ
nmap_scan	1787876244.524438	192.168.10.30	51345	192.168.10.20	931	tcp	-	0.001968	44	40	1	1	REJ
nmap_scan	1787876244.524712	192.168.10.30	51345	192.168.10.20	749	tcp	-	0.001801	44	40	1	1	REJ
nmap_scan	1787876244.524712	192.168.10.30	51345	192.168.10.20	34	tcp	-	0.002043	44	40	1	1	REJ
nmap_scan	1787876244.524778	192.168.10.30	51345	192.168.10.20	934	tcp	-	0.002023	44	40	1	1	REJ
nmap_scan	1787876244.526406	192.168.10.30	51345	192.168.10.20	520	tcp	-	0.000529	44	40	1	1	REJ
nmap_scan	1787876244.526406	192.168.10.30	51345	192.168.10.20	81	tcp	-	0.000529	44	40	1	1	REJ
nmap_scan	1787876244.526754	192.168.10.30	51345	192.168.10.20	94	tcp	-	0.000337	44	40	1	1	REJ
nmap_scan	1787876244.526512	192.168.10.30	51345	192.168.10.20	210	tcp	-	0.000579	44	40	1	1	REJ
nmap_scan	1787876244.526935	192.168.10.30	51345	192.168.10.20	530	tcp	-	0.000447	44	40	1	1	REJ
nmap_scan	1787876244.526800	192.168.10.30	51345	192.168.10.20	164	tcp	-	0.000582	44	40	1	1	REJ
nmap_scan	1787876244.528500	192.168.10.30	51345	192.168.10.20	403	tcp	-	0.000292	44	40	1	1	REJ
nmap_scan	1787876244.528500	192.168.10.30	51345	192.168.10.20	568	tcp	-	0.000451	44	40	1	1	REJ
nmap_scan	1787876244.528574	192.168.10.30	51345	192.168.10.20	622	tcp	-	0.000377	44	40	1	1	REJ
nmap_scan	1787876244.528574	192.168.10.30	51345	192.168.10.20	418	tcp	-	0.000520	44	40	1	1	REJ
nmap_scan	1787876244.528792	192.168.10.30	51345	192.168.10.20	246	tcp	-	0.000453	44	40	1	1	REJ
nmap_scan	1787876244.528792	192.168.10.30	51345	192.168.10.20	760	tcp	-	0.000453	44	40	1	1	REJ
nmap_scan	1787876244.528951	192.168.10.30	51345	192.168.10.20	570	tcp	-	0.000584	44	40	1	1	REJ
nmap_scan	1787876244.528951	192.168.10.30	51345	192.168.10.20	364	tcp	-	0.000584	44	40	1	1	REJ
nmap_scan	1787876244.529094	192.168.10.30	51345	192.168.10.20	329	tcp	-	0.000510	44	40	1	1	REJ
nmap_scan	1787876244.529094	192.168.10.30	51345	192.168.10.20	962	tcp	-	0.000612	44	40	1	1	REJ
nmap_scan	1787876244.529245	192.168.10.30	51345	192.168.10.20	818	tcp	-	0.000593	44	40	1	1	REJ
nmap_scan	1787876244.529245	192.168.10.30	51345	192.168.10.20	782	tcp	-	0.000711	44	40	1	1	REJ
nmap_scan	1787876244.529603	192.168.10.30	51345	192.168.10.20	414	tcp	-	0.000693	44	40	1	1	REJ
nmap_scan	1787876244.529535	192.168.10.30	51345	192.168.10.20	147	tcp	-	0.000761	44	40	1	1	REJ
nmap_scan	1787876244.529535	192.168.10.30	51345	192.168.10.20	650	tcp	-	0.000761	44	40	1	1	REJ
nmap_scan	1787876244.529706	192.168.10.30	51345	192.168.10.20	265	tcp	-	0.000645	44	40	1	1	REJ
nmap_scan	1787876244.529956	192.168.10.30	51345	192.168.10.20	557	tcp	-	0.000667	44	40	1	1	REJ
nmap_scan	1787876244.529837	192.168.10.30	51345	192.168.10.20	140	tcp	-	0.000786	44	40	1	1	REJ
nmap_scan	1787876244.530296	192.168.10.30	51345	192.168.10.20	777	tcp	-	0.000327	44	40	1	1	REJ
nmap_scan	1787876244.530296	192.168.10.30	51345	192.168.10.20	695	tcp	-	0.000465	44	40	1	1	REJ
nmap_scan	1787876244.530296	192.168.10.30	51345	192.168.10.20	72	tcp	-	0.000516	44	40	1	1	REJ
nmap_scan	1787876244.530351	192.168.10.30	51345	192.168.10.20	676	tcp	-	0.000819	44	40	1	1	REJ
nmap_scan	1787876244.530623	192.168.10.30	51345	192.168.10.20	841	tcp	-	0.000547	44	40	1	1	REJ
nmap_scan	1787876244.530623	192.168.10.30	51345	192.168.10.20	156	tcp	-	0.000547	44	40	1	1	REJ
nmap_scan	1787876244.530623	192.168.10.30	51345	192.168.10.20	181	tcp	-	0.000617	44	40	1	1	REJ
nmap_scan	1787876244.530761	192.168.10.30	51345	192.168.10.20	714	tcp	-	0.000519	44	40	1	1	REJ
nmap_scan	1787876244.531169	192.168.10.30	51345	192.168.10.20	832	tcp	-	0.000324	44	40	1	1	REJ
nmap_scan	1787876244.530812	192.168.10.30	51345	192.168.10.20	421	tcp	-	0.000681	44	40	1	1	REJ
nmap_scan	1787876244.531170	192.168.10.30	51345	192.168.10.20	670	tcp	-	0.000417	44	40	1	1	REJ
nmap_scan	1787876244.531170	192.168.10.30	51345	192.168.10.20	419	tcp	-	0.000557	44	40	1	1	REJ
nmap_scan	1787876244.531170	192.168.10.30	51345	192.168.10.20	360	tcp	-	0.000691	44	40	1	1	REJ
nmap_scan	1787876244.531240	192.168.10.30	51345	192.168.10.20	241	tcp	-	0.000693	44	40	1	1	REJ
nmap_scan	1787876244.531493	192.168.10.30	51345	192.168.10.20	957	tcp	-	0.000523	44	40	1	1	REJ
nmap_scan	1787876244.531493	192.168.10.30	51345	192.168.10.20	486	tcp	-	0.000634	44	40	1	1	REJ
nmap_scan	1787876244.531587	192.168.10.30	51345	192.168.10.20	449	tcp	-	0.000683	44	40	1	1	REJ
nmap_scan	1787876244.531727	192.168.10.30	51345	192.168.10.20	764	tcp	-	0.000543	44	40	1	1	REJ
nmap_scan	1787876244.531861	192.168.10.30	51345	192.168.10.20	766	tcp	-	0.000677	44	40	1	1	REJ
